ROWS,MAE,RMSE,DIRECTION_ACCURACY,PREDICTED_MEAN,ACTUAL_MEAN,WORST_PERIOD,WORST_ABS_ERROR
33,0.019396,0.025031,0.7576,0.013554,0.020402,14,0.055153
