ANALYSIS_TYPE,GAP_BUCKET,PREV_RANGE_BUCKET,OPEN_LOCATION,N225_DIMENSION,N225_VALUE,BASE_SAMPLE,CONDITIONAL_SAMPLE,BASE_AVG_MAX_UP_PCT,N225_AVG_MAX_UP_PCT,DELTA_MAX_UP_PCT,BASE_AVG_MAX_DOWN_PCT,N225_AVG_MAX_DOWN_PCT,DELTA_MAX_DOWN_PCT,BASE_AVG_CLOSE_PCT,N225_AVG_CLOSE_PCT,DELTA_CLOSE_PCT
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,NIGHT_RETURN,0~0.5%,29747,8060,1.1248200296753124,1.1334364083122999,0.7660228667402624,-0.9686664307174855,-0.9687399659006298,-0.007591383453835539,0.05803214827641764,0.04656089230360967,-19.767071034779367
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,RANGE_10M,0.5~1%,29747,5444,1.1248200296753124,1.137247621319779,1.104851559947242,-0.9686664307174855,-0.9670357401643108,0.1683438696194747,0.05803214827641764,0.004287770641919071,-92.61138736154373
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,DIRECTION,DOWN_MIXED,29747,7711,1.1248200296753124,1.1034097785728654,-1.9034379311886198,-0.9686664307174855,-1.031306376994295,-6.466616813634435,0.05803214827641764,0.06707926272529907,15.589832045831542
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,NIGHT_RETURN,-2~-1%,29747,4416,1.1248200296753124,1.0895519833141873,-3.1354390418621367,-0.9686664307174855,-1.0429446579240507,-7.668091393602619,0.05803214827641764,0.08374199555900681,44.302766735652305
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,RETURN_10M,-0.5~-0.2%,29747,7049,1.1248200296753124,1.0319625889698387,-8.2553153620742,-0.9686664307174855,-1.0852929740568245,-12.039907613289994,0.05803214827641764,-0.06759729531898127,-216.48249690327353
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,DIRECTION,FLAT_MIXED,29747,1757,1.1248200296753124,1.3506595400690349,20.07783507010564,-0.9686664307174855,-0.7143379324102193,26.255529276356427,0.05803214827641764,0.4038575845405157,595.9204450210405
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,NIGHT_RETURN,1~2%,29747,974,1.1248200296753124,1.1612807608721727,3.2414724342511034,-0.9686664307174855,-1.0130649860606944,-4.583472074109471,0.05803214827641764,-0.07328384459295682,-226.28146082735486
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,RETURN_5M,-0.5~-0.2%,29747,3057,1.1248200296753124,1.159465881508208,3.0801240126295024,-0.9686664307174855,-0.9732086380210977,-0.4689134628365128,0.05803214827641764,0.198549752041292,242.13751849330745
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,RETURN_10M,0.2~0.5%,29747,5268,1.1248200296753124,1.3034099723028634,15.877201500323773,-0.9686664307174855,-0.794582122389744,17.9715434340796,0.05803214827641764,0.28460443685721015,390.42547158789927
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,DIRECTION,UP,29747,6380,1.1248200296753124,1.239710692969431,10.214137396476014,-0.9686664307174855,-0.7863463450463569,18.821761536227196,0.05803214827641764,0.21457845378485627,269.7579017112725
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,PERSISTENCE,UP_PERSISTENT,29747,6380,1.1248200296753124,1.239710692969431,10.214137396476014,-0.9686664307174855,-0.7863463450463569,18.821761536227196,0.05803214827641764,0.21457845378485627,269.7579017112725
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,RETURN_5M,0.2~0.5%,29747,3807,1.1248200296753124,1.1322903271054434,0.6641326819444541,-0.9686664307174855,-0.9457189965788535,2.368971754459887,0.05803214827641764,0.019234664339705564,-66.85515716549494
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,RANGE_10M,0.1~0.2%,29747,147,1.1248200296753124,1.2702701075994955,12.930964428697845,-0.9686664307174855,-0.7718187797636942,20.32151055425627,0.05803214827641764,0.3443331449452217,493.348954281514
CONDITIONAL,-1~0%,>=10,BELOW_PREV_LOW,NIGHT_RETURN,-0.5~0%,29747,8626,1.1248200296753124,1.1544327026418713,2.632658752983516,-0.9686664307174855,-0.8838723654524726,8.753690907013926,0.05803214827641764,0.12290847478040613,111.79377023054671
